7661833189396,10,0.0,0
7661853211252,10,0.0,3
7661832682548,10,0.0,1
7661849024300,10,0.0,2
7662035154045,20,0.0,2
7662070885606,20,0.0,1
7662075472987,20,0.0,0
7662076616182,30,0.0,2
7662080851758,20,0.0,3
7662083388554,30,0.0,1
7662100623907,40,0.0,2
7662103805766,30,0.0,0
7662104708031,40,0.0,1
7662107410352,30,0.0,3
7662115535143,50,0.0,1
7662118236691,40,0.0,0
7662114941328,50,0.0,2
7662124592917,60,0.0,1
7662125015495,40,0.0,3
7662132167073,50,0.0,0
7662132042090,60,0.0,2
7662139510586,50,0.0,3
7662139901373,70,0.0,1
7662151553594,70,0.0,2
7662156986787,60,0.0,3
7662157892651,60,0.0,0
7662161477191,80,0.0,1
7662176448177,80,0.0,2
7662177138944,70,0.0,3
7662176743855,70,0.0,0
7662179697065,90,0.0,1
7662189794507,80,0.0,3
7662194946406,100,0.0,1
7662199139615,90,0.0,2
7662199890136,90,0.0,3
7662198926068,80,0.0,0
7662207994278,110,0.0,1
7662216416331,100,0.0,2
7662220499917,90,0.0,0
7662222264624,100,0.0,3
7662233503828,120,0.0,1
7662238753554,110,0.0,2
7662251055390,100,0.0,0
7662259325577,120,0.0,2
7662267240879,130,0.0,1
7662271437338,110,0.0,3
7662276129180,130,0.0,2
7662273978185,110,0.0,0
7662285522356,120,0.0,3
7662277228753,140,0.0,1
7662300542456,120,0.0,0
7662305541815,130,0.0,3
7662302272805,140,0.0,2
7662309566131,150,0.0,1
7662322394423,150,0.0,2
7662325397546,130,0.0,0
7662328318903,140,0.0,3
7662326556687,160,0.0,1
7662331045362,160,0.0,2
7662344152247,140,0.0,0
7662350112679,170,0.0,1
7662352649523,150,0.0,3
7662352204078,170,0.0,2
7662357479359,150,0.0,0
7662360640297,180,0.0,1
7662364961369,160,0.0,3
7662371600498,190,0.0,1
7662374795004,160,0.0,0
7662377470270,180,0.0,2
7662400454286,200,0.0,1
7662405817935,170,0.0,3
7662406242858,190,0.0,2
7662406335633,170,0.0,0
7662410565212,210,0.0,1
7662415259436,200,0.0,2
7662415077700,180,0.0,3
7662427447981,180,0.0,0
7662433111732,220,0.0,1
7662429348569,190,0.0,3
7662434411102,210,0.0,2
7662440818791,190,0.0,0
7662447455337,230,0.0,1
7662450602450,220,0.0,2
7662454031818,200,0.0,0
7662462855174,240,0.0,1
7662462422646,230,0.0,2
7662449785039,200,0.0,3
7662471404003,250,0.0,1
7662482941014,260,0.0,1
7662482757686,210,0.0,3
7662487339868,240,0.0,2
7662489935870,210,0.0,0
7662498780748,270,0.0,1
7662499259900,220,0.0,0
7662501784346,220,0.0,3
7662505435240,280,0.0,1
7662496759572,250,0.0,2
7662512236735,230,0.0,0
7662524050266,260,0.0,2
7662527502491,230,0.0,3
7662529810714,240,0.0,0
7662530957862,270,0.0,2
7662529690663,290,0.0,1
7662542871434,280,0.0,2
7662553779029,300,0.0,1
7662558265093,290,0.0,2
7662558157181,240,0.0,3
7662559812343,250,0.0,0
7662567810052,310,0.0,1
7662572085359,300,0.0,2
7662572671473,250,0.0,3
7662576118075,310,0.0,2
7662583159644,260,0.0,0
7662585676599,320,0.0,1
7662595332708,260,0.0,3
7662604261130,330,0.0,1
7662608466349,270,0.0,0
7662610842579,340,0.0,1
7662608689469,320,0.0,2
7662608607532,270,0.0,3
7662623436975,330,0.0,2
7662626846420,280,0.0,0
7662626630084,280,0.0,3
7662627640541,350,0.0,1
7662629763416,340,0.0,2
7662639778970,360,0.0,1
7662642047931,290,0.0,3
7662640878610,350,0.0,2
7662640600296,290,0.0,0
7662653997604,360,0.0,2
7662653695803,300,0.0,3
7662651657878,370,0.0,1
7662662619381,300,0.0,0
7662662801852,310,0.0,3
7662663220896,370,0.0,2
7662664115224,380,0.0,1
7662666819188,310,0.0,0
7662670109143,380,0.0,2
7662673974386,320,0.0,3
7662683851147,390,0.0,2
7662678181116,320,0.0,0
7662679602391,390,0.0,1
7662689981842,400,0.0,2
7662695148884,400,0.0,1
7662697077150,410,0.0,2
7662699182600,330,0.0,3
7662705016718,410,0.0,1
7662707484184,340,0.0,3
7662700013239,330,0.0,0
7662707933577,420,0.0,2
7662716124311,420,0.0,1
7662720399067,350,0.0,3
7662723191855,430,0.0,2
7662730545336,340,0.0,0
7662728024445,430,0.0,1
7662737979206,440,0.0,2
7662737497781,360,0.0,3
7662738768626,350,0.0,0
7662744574533,440,0.0,1
7662754552545,450,0.0,1
7662756073356,450,0.0,2
7662759291513,360,0.0,0
7662755551776,370,0.0,3
7662763463630,460,0.0,1
7662767080241,380,0.0,3
7662767332596,370,0.0,0
7662770817091,470,0.0,1
7662769996522,460,0.0,2
7662773556385,390,0.0,3
7662784198900,470,0.0,2
7662787387252,380,0.0,0
7662790558520,480,0.0,2
7662789156371,480,0.0,1
7662791903531,400,0.0,3
7662794928363,490,0.0,2
7662795456102,390,0.0,0
7662799152300,410,0.0,3
7662799467652,490,0.0,1
7662806571115,500,0.0,2
7662809023501,400,0.0,0
7662811491967,510,0.0,2
7662809568230,420,0.0,3
7662807721380,500,0.0,1
7662816745522,410,0.0,0
7662818924008,520,0.0,2
7662818852056,510,0.0,1
