12989139228368,10,0.0
12989158773912,20,0.0
12989162795153,30,0.0
12989170714730,40,0.0
12989180654538,50,0.0
12989186336779,60,0.0
12989190369120,70,0.0
12989196295703,80,0.0
12989204450821,90,0.0
12989213022430,100,0.0
12989219824418,110,0.0
12989224855220,120,0.0
12989233274774,130,0.0
12989237778707,140,0.0
12989246674633,150,0.0
12989249418333,160,0.0
12989256894244,170,0.0
12989262145737,180,0.0
12989269296189,190,0.0
12989278067224,200,0.0
12989285482633,210,0.0
12989291201382,220,0.0
12989294509489,230,0.0
12989298666619,240,0.0
12989301661792,250,0.0
12989304754823,260,0.0
12989313618637,270,0.0
12989321646302,280,0.0
12989327602017,290,0.0
12989332043721,300,0.0
12989336932766,310,0.0
12989344048850,320,0.0
12989347831028,330,0.0
12989353586951,340,0.0
12989362483546,350,0.0
12989368156949,360,0.0
12989371292891,370,0.0
12989377371240,380,0.0
12989383630861,390,0.0
12989390958055,400,0.0
12989398475961,410,0.0
12989401592307,420,0.0
12989405066292,430,0.0
12989408805665,440,0.0
12989413760496,450,0.0
12989423429081,460,0.0
12989428955460,470,0.0
12989435744659,480,0.0
12989438874693,490,0.0
12989442574968,500,0.0
12989445574004,510,0.0
12989449471497,520,0.0
12989452862296,530,0.0
12989455797267,540,0.0
12989462616486,550,0.0
12989468069080,560,0.0
12989471108154,570,0.0
12989474526801,580,0.0
12989479773035,590,0.0
12989485683794,600,0.0
12989491168282,610,0.0
12989494126559,620,0.0
12989501470959,630,0.0
12989505171598,640,0.0
12989510069299,650,0.0
12989513919111,660,0.0
12989519544425,670,0.0
12989524629472,680,0.0
12989531713499,690,0.0
12989537193459,700,0.0
12989540178456,710,0.0
12989543154289,720,0.0
12989545334798,730,0.0
12989547934877,740,0.0
12989550400208,750,0.0
12989555794086,760,0.0
12989559314123,770,0.0
12989562426266,780,0.0
12989565549032,790,0.0
12989569762415,800,0.0
12989573976937,810,0.0
12989577252739,820,0.0
12989579813317,830,0.0
12989582013073,840,0.0
12989584610355,850,0.0
12989591521954,860,0.0
12989595478960,870,0.0
12989597769085,880,0.0
12989604121587,890,0.0
12989607608886,900,0.0
12989610802417,910,0.0
12989613665065,920,0.0
12989616387532,930,0.0
12989619604645,940,0.0
12989623445426,950,0.0
12989626559627,960,0.0
12989629379649,970,0.0
12989632079069,980,0.0
12989635815049,990,0.0
12989638877862,1000,0.0
12989642949770,1010,0.0
12989646117645,1020,0.0
12989648582339,1030,0.0
12989652430688,1040,0.0
12989655714553,1050,0.0
12989658266921,1060,0.0
12989661416482,1070,0.0
12989663622828,1080,0.0
12989666267831,1090,0.0
12989669614586,1100,0.0
12989673109881,1110,0.0
12989676599443,1120,0.0
12989680623527,1130,0.0
12989682784976,1140,0.0
12989685282899,1150,0.0
12989687312626,1160,0.0
12989689738720,1170,0.0
12989691915355,1180,0.0
12989695075896,1190,0.0
12989697502219,1200,0.0
12989700979644,1210,0.0
12989705662960,1220,0.0
12989708606031,1230,0.0
12989710873266,1240,0.0
12989713687471,1250,0.0
12989716146891,1260,0.0
12989720389130,1270,0.0
12989723344259,1280,0.0
12989727157563,1290,0.0
12989731405154,1300,0.0
12989738893952,1310,0.0
12989744585821,1320,0.0
12989750817921,1330,0.0
12989753404563,1340,0.0
12989756151454,1350,0.0
12989759459423,1360,0.0
12989763650917,1370,0.0
12989769035047,1380,0.0
12989770870232,1390,0.0
12989773017722,1400,0.0
12989774643028,1410,0.0
12989780439472,1420,0.0
12989782659545,1430,0.0
12989784835640,1440,0.0
12989788098980,1450,0.0
12989790746748,1460,0.0
12989795684078,1470,0.0
12989798218096,1480,0.0
12989806640846,1490,0.0
12989812365222,1500,0.0
12989816172651,1510,0.0
12989818875093,1520,0.0
12989821299170,1530,0.0
12989823793306,1540,0.0
12989825953034,1550,0.0
12989827969288,1560,0.0
12989829679235,1570,0.0
12989831388291,1580,0.0
12989834615096,1590,0.0
12989838084675,1600,0.0
12989840808177,1610,0.0
12989843699777,1620,0.0
12989845668099,1630,0.0
12989848685184,1640,0.0
12989852889032,1650,0.0
12989856801129,1660,0.0
12989858844763,1670,0.0
12989861457157,1680,0.0
12989866078392,1690,0.0
12989869509291,1700,0.0
12989872620118,1710,0.0
12989877965491,1720,0.0
12989885044389,1730,0.0
12989890433910,1740,0.0
12989894554997,1750,0.0
12989900511175,1760,0.0
12989904696472,1770,0.0
12989908019877,1780,0.0
12989912147393,1790,0.0
12989916079684,1800,0.0
12989919298740,1810,0.0
12989923429324,1820,0.0
12989927574855,1830,0.0
12989930357509,1840,0.0
12989933284939,1850,0.0
12989936685129,1860,0.0
12989939335271,1870,0.0
12989942484047,1880,0.0
12989946142444,1890,0.0
12989948202824,1900,0.0
12989950688938,1910,0.0
12989954134929,1920,0.0
12989956359673,1930,0.0
12989958253457,1940,0.0
12989960880157,1950,0.0
12989962802669,1960,0.0
12989964857038,1970,0.0
12989967097439,1980,0.0
12989969858810,1990,0.0
12989972970645,2000,0.0
12989977580622,2010,0.0
12989980903051,2020,0.0
12989983856412,2030,0.0
12989988223564,2040,0.0
12989990914368,2050,0.0
12989993622491,2060,0.0
12989995944337,2070,0.0
12989998337059,2080,0.0
12990006341057,2090,0.0
12990009406324,2100,0.0
12990011716403,2110,0.0
12990014379846,2120,0.0
12990016114884,2130,0.0
12990018555033,2140,0.0
12990022546474,2150,0.0
12990024787414,2160,0.0
12990026613168,2170,0.0
12990028179051,2180,0.0
12990030393255,2190,0.0
12990032456400,2200,0.0
12990035613635,2210,0.0
12990038599372,2220,0.0
12990041587804,2230,0.0
12990043460972,2240,0.0
12990046338156,2250,0.0
